lower,d13C_ind,stdev_ind,d13C_pac,stdev_pac,d13C_atl,stdev_atl,d13C,stdev
2.0,0.38916666666666666,0.0,0.29815025689474006,0.07630005064590394,0.8387881425150447,0.08636961684513011,0.44240032024133163,0.06424435803423578
3.0,0.29333333333333333,0.0,0.32780682285944696,0.05289815755527751,0.812641854975686,0.04311641741818148,0.43522389752039603,0.040600881050288064
4.0,0.32133333333333336,0.0,0.2848824283410411,0.05014728210496636,0.8247856171379075,0.04357143775802453,0.41864605628163204,0.039123331771157524
5.0,0.2207142857142857,0.0,0.3039412457647087,0.05462721404818272,0.8047708631967283,0.058070634173998076,0.4059017304646181,0.045110945368768904
6.0,0.11666666666666668,0.0,0.24681102697146498,0.03626705694649116,0.7701060212957535,0.05801146081850539,0.34518256417524396,0.03452177710532887
7.0,0.31,0.0,0.129376501065998,0.022924211646773933,0.8018279438405799,0.07375509628155129,0.32153913620361657,0.030536088337803934
