lower,d13C,stdev
118.0,0.14250000000000002,0.0
119.0,0.05660714285714286,0.0
120.0,0.046964285714285736,0.0
121.0,0.009821428571428578,0.0
122.0,0.055178571428571424,0.0
123.0,0.015535714285714305,0.0
124.0,0.06589285714285714,0.0
125.0,-0.21625,0.0
126.0,-0.305,0.0
127.0,-0.32833333333333337,0.0
128.0,-0.29000000000000004,0.0
129.0,-0.345,0.0
