lower,d13C,stdev
2.0,0.2981502568947401,0.07630005064590395
3.0,0.2896855831651357,0.03764688292100047
4.0,0.27954171722289095,0.05272382522315461
5.0,0.3047256226344514,0.05423790531708377
6.0,0.24644277710931267,0.036416400277976615
7.0,0.12937650106599793,0.02292421164677392
