lower,d13C,stdev
2.0,0.8351948085393579,0.08976313242189089
3.0,0.8133354960880068,0.04451949843053011
4.0,0.8355887032425477,0.046985969470833056
5.0,0.8108730697337878,0.06126299584818394
6.0,0.792952447002507,0.06256174643903134
7.0,0.8378755860065397,0.09077583677035711
